lon,lat,bu_ac
-97.145821,41.252214,171.9299
-97.145821,41.252246,190.4742
-97.145821,41.252277,193.0542
-97.145821,41.252309000000004,204.5154
-97.145821,41.252340999999994,182.4855
-97.145822,41.252373,167.9875
-97.145823,41.252404999999996,184.5351
-97.145823,41.252437,177.8232
-97.145824,41.252469,177.1918
-97.145825,41.252501,177.4235
-97.145827,41.252532,175.2184
-97.14582800000001,41.252565000000004,184.0294
-97.145827,41.252596000000004,180.9846
-97.145827,41.252628,192.8057
-97.14582800000001,41.252659,199.321
-97.14582800000001,41.252691,189.4237
-97.145829,41.252722,185.8881
-97.145829,41.252753999999996,173.9143
-97.145829,41.252786,187.5302
-97.14583,41.252818,186.0784
-97.14583,41.25285,170.5776
-97.14583,41.252881,186.55200000000002
-97.14583,41.252913,187.0585
-97.145831,41.252945000000004,183.5163
-97.145831,41.252976000000004,194.4436
-97.145831,41.253009000000006,191.2392
-97.145831,41.253042,193.8445
-97.145831,41.253076,208.5378
-97.145832,41.25311,198.0137
-97.145831,41.253142,185.6875
-97.145833,41.253176,164.6937
-97.14583499999999,41.253208,156.4529
-97.145834,41.253242,164.482
-97.14583499999999,41.253276,171.0557
-97.145834,41.253309,169.2457
-97.14583499999999,41.253341999999996,166.9007
-97.14583499999999,41.253375,175.7886
-97.145836,41.253409000000005,178.1729
-97.145837,41.253442,184.1634
-97.145836,41.253476,196.7385
-97.145837,41.253509,198.3483
-97.145837,41.253543,199.2287
-97.145838,41.253576,198.9892
-97.145837,41.253609000000004,196.8174
-97.145837,41.253643,191.692
-97.145836,41.253677,173.84400000000002
-97.145837,41.253710999999996,173.3538
-97.145836,41.253744,180.3173
-97.145838,41.253778000000004,185.3217
-97.145837,41.253811,209.3643
-97.145838,41.253844,202.4778
-97.145839,41.253877,191.9886
-97.145839,41.253910999999995,175.6078
-97.14584,41.253944,168.8729
-97.14584,41.253978000000004,186.3228
-97.145839,41.254011,189.4693
-97.145839,41.254044,208.0929
-97.14584,41.254078,219.4297
-97.14584,41.254111,211.5531
-97.14584,41.254144000000004,199.5218
-97.14584,41.254179,198.0317
-97.14584,41.254212,200.0888
-97.14584,41.254245000000004,198.199
-97.145841,41.254279,194.7719
-97.145842,41.254312,205.0438
-97.145843,41.254346000000005,204.1434
-97.145843,41.254379,216.1798
-97.145844,41.254413,212.9175
-97.145845,41.254446,207.4947
-97.14584599999999,41.25448,217.1659
-97.145848,41.254513,222.0144
-97.145848,41.254546000000005,225.88099999999997
-97.14563100000001,41.254644,155.3441
-97.14563100000001,41.254612,201.0196
-97.14563100000001,41.254581,218.9473
-97.14563000000001,41.254549,222.5035
-97.145629,41.254515999999995,212.358
-97.145629,41.254483,194.3495
-97.14563000000001,41.254451,192.3729
-97.145629,41.254419,183.5763
-97.145629,41.254387,177.9413
-97.145629,41.254355,165.8545
-97.145629,41.254321999999995,176.1898
-97.145629,41.254290999999995,193.1269
-97.14563000000001,41.254259000000005,188.4481
-97.14563100000001,41.254227,193.2454
-97.14563000000001,41.254195,185.3958
-97.145629,41.254166,194.9042
-97.145629,41.254134,209.4887
-97.145629,41.254101,214.0321
-97.14563000000001,41.254069,203.5822
-97.145629,41.254036,186.9981
-97.14563000000001,41.254003000000004,191.4031
-97.145629,41.25397,193.82
-97.145629,41.253937,214.6236
-97.145628,41.253904,209.4632
-97.145627,41.253871999999994,214.8098
-97.145628,41.253838,186.2075
-97.145627,41.253805,204.3849
-97.145627,41.253772999999995,211.3283
-97.145625,41.253741,195.5447
-97.145627,41.253708,167.6305
-97.145627,41.253676,203.6516
-97.145627,41.253644,203.0886
-97.145627,41.253612,196.2796
-97.145628,41.253578999999995,176.1423
-97.145628,41.253547,172.4757
-97.145628,41.253514,187.2541
-97.145627,41.253482,191.8383
-97.14562600000001,41.253454,154.2808
-97.145627,41.253428,44.894
-97.145627,41.253377,28.8702
-97.145627,41.253356,208.4402
-97.14562600000001,41.253333000000005,104.6383
-97.14562600000001,41.253316999999996,249.4537
-97.145625,41.253293,201.997
-97.14562,41.253263000000004,140.4135
-97.145622,41.253239,130.399
-97.14562,41.253217,214.3431
-97.145622,41.253186,164.7224
-97.145623,41.253156,179.9088
-97.145623,41.253125,174.31099999999998
-97.145624,41.253094,179.37400000000002
-97.145623,41.253063,187.8668
-97.145623,41.253032,198.5945
-97.145622,41.253001,180.7877
-97.14562099999999,41.25297,188.8768
-97.14562,41.252939000000005,193.4362
-97.14562,41.252908000000005,199.1894
-97.14562,41.252878,195.861
-97.14562099999999,41.252846999999996,186.9652
-97.14562099999999,41.252815999999996,185.7967
-97.14562099999999,41.252784000000005,177.4448
-97.145622,41.252753000000006,191.5617
-97.14562099999999,41.252722,201.5386
-97.14562,41.25269,198.8537
